RD,DATE,TIME,UCR DODE,OFFENSE,Motivation,CPD Area,DIST,BEAT,Community,Victims,Arrested,Adults,Juveniles,Disposition
JF330192,7/24/2022 0:00,2200,2860,PUBLIC PEACE VIOLATION: FALSE POLICE REPORT, ANTI-MULTIPLE RELIGIONS/GROUPS,North,16,1632,DUNNING,2,0,,,BONA FIDE
JF330718,7/25/2022 0:00,1100,460,BATTERY: SIMPLE, ANTI-ASIAN,North,19,1933,LAKE VIEW,3,0,,,BONA FIDE
JF331944,7/26/2022 0:00,930,460,BATTERY: SIMPLE, ANTI-GAY (MALE),South,7,723,ENGLEWOOD,1,0,,,BONA FIDE
JF332111,7/19/2022 0:00,1552,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-GAY (MALE),North,19,1933,LAKE VIEW,1,0,,,BONA FIDE
JF334892,6/1/2022 0:00,1500,520,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-HISPANIC/LATINO,North,25,2512,MONTCLARE,1,0,,,BONA FIDE
JF335146,7/28/2022 0:00,1700,560,ASSAULT: SIMPLE, ANTI-HISPANIC/LATINO,Central,9,921,BRIGHTON PARK,4,1,,,BONA FIDE
JF336377,7/29/2022 0:00,1440,560,ASSAULT: SIMPLE, ANTI-TRANSGENDER,North,14,1422,HUMBOLDT PARK,2,0,,,BONA FIDE
JF338344,7/31/2022 0:00,530,560,ASSAULT: SIMPLE, ANTI-LESBIAN,North,14,1422,HUMBOLDT PARK,2,0,,,BONA FIDE
JF338504,7/31/2022 0:00,915,5081,NON-CRIMINAL: OTHER NON-CRIMINAL PROPERTY, ANTI-PROTESTANT,North,19,1911,LINCOLN SQUARE,1,0,,,BONA FIDE
JF340679,8/1/2022 0:00,2050,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,Central,18,1811,LINCOLN PARK,1,0,,,BONA FIDE
JF341151,8/2/2022 0:00,922,558,ASSAULT: AGG PRO.EMP: OTHER DANG WEAPON, ANTI-ASIAN,Central,12,1225,NEAR WEST SIDE,1,0,,,BONA FIDE
JF342917,7/30/2022 0:00,0,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,14,1434,LOGAN SQUARE,1,0,,,BONA FIDE
JF343203,8/3/2022 0:00,1759,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-HISPANIC/LATINO,North,25,2512,MONTCLARE,2,0,,,BONA FIDE
JF343377,8/3/2022 0:00,2200,420,BATTERY: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-GAY (MALE),Central,12,1225,NEAR WEST SIDE,1,0,,,BONA FIDE
JF347164,8/6/2022 0:00,2023,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),Central,18,1834,NEAR NORTH SIDE,1,0,,,BONA FIDE
JF351015,8/9/2022 0:00,2313,495,BATTERY: AGGRAVATED OF A SENIOR CITIZEN, ANTI-ASIAN,North,19,1935,LINCOLN PARK,1,0,,,BONA FIDE
JF352600,8/11/2022 0:00,851,560,ASSAULT: SIMPLE, ANTI-HISPANIC/LATINO,South,4,423,,1,1,,,BONA FIDE
JF352612,8/11/2022 0:00,851,560,ASSAULT: SIMPLE, ANTI-HISPANIC/LATINO,South,4,423,CALUMET HEIGHTS,2,1,,,BONA FIDE
JF356096,8/14/2022 0:00,500,142,HOMICIDE: RECKLESS HOMICIDE, ANTI-GAY (MALE),Central,3,331,SOUTH SHORE,4,1,,,BONA FIDE
JF358287,8/16/2022 0:00,44,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-LESBIAN,,22,2223,WASHINGTON HEIGHTS,1,0,,,BONA FIDE
JF367767,8/23/2022 0:00,1730,5080,NON-CRIMINAL: OTHER NON-CRIMINAL PERSONS, ANTI-GAY (MALE),North,19,1924,LAKE VIEW,1,0,,,BONA FIDE
JF369919,8/25/2022 0:00,1140,320,ROBBERY: STRONGARM - NO WEAPON, ANTI-HISPANIC/LATINO,,22,2223,MORGAN PARK,2,0,,,BONA FIDE
JF370407,8/8/2022 0:00,1847,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1135,NEAR WEST SIDE,1,0,,,BONA FIDE
JF372860,8/27/2022 0:00,1842,440,BATTERY: AGG: HANDS/FIST/FEET NO/MINOR INJURY, ANTI-WHITE,North,15,1512,AUSTIN,1,0,,,BONA FIDE
JF374782,8/11/2022 0:00,2000,560,ASSAULT: SIMPLE, ANTI-WHITE,North,16,1633,PORTAGE PARK,1,0,,,BONA FIDE
JF377670,8/31/2022 0:00,1146,051B,ASSAULT: AGGRAVATED: OTHER FIREARM, ANTI-BLACK/AFRICAN-AMERICAN,Central,1,114,LOOP,2,0,,,BONA FIDE
JF378954,9/1/2022 0:00,1315,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,South,4,433,EAST SIDE,1,0,,,BONA FIDE
JF383243,9/2/2022 0:00,1400,1153,DECEPTIVE PRACTICE: FINANCIAL IDENTITY THEFT OVER $ 300, ANTI-HISPANIC/LATINO,South,7,222,KENWOOD,1,0,,,BONA FIDE
JF387780,9/7/2022 0:00,0,5001,OTHER OFFENSE: OTHER CRIME INVOLVING PROPERTY, ANTI-BLACK/AFRICAN-AMERICAN,North,24,2411,WEST RIDGE,1,0,,,BONA FIDE
JF387792,9/8/2022 0:00,630,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,11,1135,EAST GARFIELD PARK,1,0,,,BONA FIDE
JF391252,9/10/2022 0:00,2235,460,BATTERY: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,25,2515,BELMONT CRAGIN,1,0,,,BONA FIDE
JF391313,9/10/2022 0:00,2244,560,ASSAULT: SIMPLE, ANTI-BLACK/AFRICAN-AMERICAN,North,11,1132,WEST GARFIELD PARK,1,0,,,BONA FIDE
JF391325,9/10/2022 0:00,2345,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,16,1611,NORWOOD PARK,2,0,,,BONA FIDE
JF392051,9/8/2022 0:00,2100,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,24,2412,WEST RIDGE,1,0,,,BONA FIDE
JF392215,9/11/2022 0:00,130,460,BATTERY: SIMPLE, ANTI-GAY (MALE),Central,18,1812,LINCOLN PARK,1,0,,,BONA FIDE
JF400237,9/17/2022 0:00,2256,460,BATTERY: SIMPLE, ANTI-GAY (MALE),North,19,1912,LINCOLN SQUARE,1,1,,,BONA FIDE
JF401218,9/18/2022 0:00,1805,051A,ASSAULT: AGGRAVATED: HANDGUN, ANTI-HISPANIC/LATINO,North,14,1413,LOGAN SQUARE,2,0,,,BONA FIDE
JF401888,9/19/2022 0:00,1033,2825,OTHER OFFENSE: HARASSMENT BY TELEPHONE, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),Central,8,834,ASHBURN,1,0,,,BONA FIDE
JF405698,9/21/2022 0:00,2100,560,ASSAULT: SIMPLE, ANTI-ASIAN,North,20,2011,WEST RIDGE,1,0,,,BONA FIDE
JF408102,9/23/2022 0:00,1542,2826,OTHER OFFENSE: HARASSMENT BY ELECTRONIC MEANS, ANTI-BLACK/AFRICAN-AMERICAN,Central,12,1225,NEAR WEST SIDE,1,0,,,BONA FIDE
JF414208,9/26/2022 0:00,2130,560,ASSAULT: SIMPLE, ANTI-MULTIPLE RACES/GROUP,South,22,2211,MOUNT GREENWOOD,1,0,,,BONA FIDE
JF414366,9/28/2022 0:00,1640,520,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-ARAB,North,17,1713,ALBANY PARK,2,0,,,BONA FIDE
JF414863,9/23/2022 0:00,934,1345,CRIMINAL DAMAGE: TO CITY OF CHICAGO PROPERTY, ANTI-MULTIPLE RACES/GROUP,North,24,2432,ROGERS PARK,1,0,,,BONA FIDE
JF421444,9/20/2022 0:00,0,520,ASSAULT: AGGRAVATED:KNIFE/CUTTING INSTR, ANTI-HISPANIC/LATINO,North,17,1702,NORTH PARK,1,0,,,BONA FIDE
JF430429,10/11/2022 0:00,1252,1330,CRIMINAL TRESPASS: TO LAND, ANTI-HISPANIC/LATINO,North,16,1614,NORWOOD PARK,1,0,,,BONA FIDE
JF435363,10/15/2022 0:00,347,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-GAY/LESBIAN/BISEXUAL/TRANSGENDER (MIXED GROUP),North,16,1622,JEFFERSON PARK,1,0,,,BONA FIDE
JF439202,10/18/2022 0:00,610,560,ASSAULT: SIMPLE, ANTI-GAY (MALE),North,24,2422,ROGERS PARK,1,0,,,BONA FIDE
JF440861,10/18/2022 0:00,1800,1305,CRIMINAL DAMAGE: CRIMINAL DEFACEMENT, ANTI-JEWISH,North,19,1932,LAKE VIEW,1,0,,,BONA FIDE
JF446242,10/23/2022 0:00,10,051a,ASSAULT: AGGRAVATED: HANDGUN, ANTI-BLACK/AFRICAN-AMERICAN,North,25,2514,BELMONT CRAGIN,1,0,,,BONA FIDE
JF448590,10/21/2022 0:00,1330,1310,CRIMINAL DAMAGE: TO PROPERTY, ANTI-JEWISH,North,24,2432,ROGERS PARK,1,0,,,BONA FIDE
